,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
173,68824.0,3,2.4093450282818294,2,14.96,0.6,3.0,634,0,1
174,241167.0,0,2.4194784443591764,1,11.01,0.34641016151377546,2.0,653,1,0
175,241060.0,0,2.4093450282818294,0,13.99,0.31622776601683794,2.0,699,0,0
176,240855.0,0,2.4056695902475114,5,7.49,0.31622776601683794,4.0,656,1,0
177,241030.0,0,2.36235025329959,1,14.79,0.2449489742783178,3.0,626,1,0
178,240895.0,0,2.36543404545353,0,11.99,0.2449489742783178,2.0,659,0,0
179,240932.0,3,2.3234107621942104,1,8.49,0.2,4.0,604,1,0
180,80145.0,3,2.4093450282818294,1,9.91,0.5567764362830022,2.0,636,0,1
181,80303.0,3,2.4093450282818294,1,13.06,0.5567764362830022,3.0,554,0,1
182,241048.0,0,2.313039352423886,0,6.17,0.2,4.0,587,1,0
184,241005.0,3,2.379377841348507,1,16.32,0.2645751311064591,3.0,708,1,0
185,240768.0,0,2.341107991445833,5,10.38,0.22360679774997896,2.0,669,1,0
186,241201.0,0,2.4020198850085683,4,14.35,0.31622776601683794,3.0,578,0,0
187,240920.0,0,2.3890872825709972,0,11.01,0.282842712474619,3.0,615,0,0
188,72919.0,3,2.4093450282818294,0,11.01,0.5830951894845301,2.0,553,0,1
189,18008.0,2,2.1979688386872795,2,11.01,0.41231056256176607,4.0,635,0,1
190,81238.0,3,2.4093450282818294,4,15.21,0.5567764362830022,2.0,531,0,1
191,80868.0,3,2.4093450282818294,1,7.9,0.5567764362830022,4.0,621,0,1
192,81537.0,3,2.4093450282818294,5,10.99,0.5567764362830022,3.0,674,0,1
193,82741.0,3,2.4093450282818294,4,14.09,0.5477225575051661,3.0,688,0,1
194,83901.0,3,2.4093450282818294,4,17.49,0.5477225575051661,2.0,597,0,1
195,240717.0,0,2.341107991445833,1,11.48,0.22360679774997896,3.0,640,0,0
196,226744.0,0,2.3890872825709972,5,17.74,0.3,2.0,621,0,1
197,241114.0,0,2.1979688386872795,4,13.92,0.1,3.0,608,1,0
198,85284.0,3,2.4093450282818294,1,15.21,0.5385164807134504,3.0,653,0,1
199,18152.0,2,2.2294012669472845,3,10.99,0.469041575982343,3.0,585,0,1
200,84871.0,3,2.4093450282818294,1,11.86,0.5385164807134504,4.0,569,0,1
201,18294.0,2,2.2720930397111068,4,7.49,0.5744562646538028,3.0,587,0,1
202,68029.0,3,2.4093450282818294,3,16.49,0.6082762530298219,4.0,631,0,1
203,80001.0,3,2.4093450282818294,5,15.33,0.5567764362830022,2.0,592,0,1
204,79875.0,3,2.4093450282818294,2,11.58,0.5567764362830022,4.0,679,0,1
205,18449.0,2,2.260689593536308,1,5.79,0.5385164807134504,2.0,645,0,1
206,88153.0,3,2.4093450282818294,3,13.11,0.5291502622129182,2.0,669,0,1
207,90109.0,3,2.4093450282818294,3,10.36,0.5291502622129182,3.0,653,0,1
208,90938.0,3,2.4093450282818294,0,10.36,0.5196152422706632,2.0,577,0,1
209,231335.0,3,2.397790102345687,3,11.01,0.31622776601683794,2.0,668,1,0
210,231829.0,0,2.3890872825709972,5,6.54,0.3,4.0,629,0,0
211,230516.0,0,2.3234107621942104,3,12.53,0.2,4.0,643,0,0
212,229626.0,0,2.36235025329959,4,11.01,0.2645751311064591,3.0,626,0,0
213,228907.0,0,2.3234107621942104,5,11.01,0.2,3.0,560,1,0
214,90938.0,3,2.4093450282818294,1,10.25,0.5196152422706632,4.0,648,0,1
215,86284.0,3,2.4093450282818294,1,15.95,0.5385164807134504,4.0,648,0,1
216,228774.0,0,2.3890872825709972,5,12.18,0.3,4.0,669,1,0
217,229027.0,2,2.4056695902475114,4,11.83,0.31622776601683794,3.0,536,1,0
218,94789.0,3,2.4093450282818294,0,11.01,0.5099019513592785,2.0,548,0,1
219,94780.0,3,2.4093450282818294,5,10.62,0.5099019513592785,3.0,667,0,1
220,95298.0,3,2.4093450282818294,5,10.74,0.5099019513592785,3.0,676,0,1
221,223944.0,2,2.3234107621942104,5,10.25,0.2,4.0,570,1,0
222,222629.0,0,2.439135964655596,1,12.42,0.4,2.0,623,0,0
223,222973.0,3,2.36235025329959,5,15.27,0.2645751311064591,2.0,652,1,0
224,75240.0,3,2.4093450282818294,3,15.33,0.5744562646538028,2.0,625,0,1
225,96143.0,3,2.4093450282818294,5,15.21,0.5099019513592785,2.0,642,0,1
226,18064.0,2,2.276292115320346,5,14.72,0.5916079783099616,2.0,580,0,1
227,96627.0,3,2.4093450282818294,4,15.7,0.5099019513592785,2.0,622,0,1
228,96309.0,3,2.4093450282818294,1,13.35,0.5099019513592785,4.0,581,0,1
229,18421.0,0,2.1179272289544824,3,11.01,0.282842712474619,4.0,623,0,0
230,96836.0,3,2.4093450282818294,1,6.62,0.5099019513592785,2.0,583,0,1
231,96947.0,3,2.4093450282818294,0,13.61,0.5099019513592785,4.0,645,0,1
232,222975.0,3,2.4093450282818294,3,11.36,0.33166247903553997,2.0,593,1,0
233,222985.0,2,2.2531209847743163,4,7.68,0.1414213562373095,2.0,659,1,0
234,223064.0,3,2.397790102345687,2,14.46,0.31622776601683794,4.0,655,1,0
235,221559.0,2,2.17752581681183,1,11.83,0.1,2.0,583,1,0
236,207712.0,0,2.3890872825709972,0,13.47,0.31622776601683794,4.0,582,0,1
237,220872.0,0,2.3890872825709972,3,11.49,0.3,3.0,504,1,0
238,220518.0,0,2.067970345786057,1,11.01,0.0,2.0,551,1,0
239,220510.0,0,2.36235025329959,4,6.03,0.2645751311064591,3.0,529,1,0
240,89818.0,3,2.4093450282818294,0,16.35,0.5291502622129182,4.0,674,0,1
241,90006.0,3,2.4093450282818294,0,11.01,0.5291502622129182,4.0,595,0,1
242,98704.0,3,2.4093450282818294,0,7.29,0.5,3.0,597,0,1
243,98967.0,3,2.4093450282818294,3,11.36,0.5,3.0,566,0,1
244,99435.0,3,2.4093450282818294,5,10.25,0.5,2.0,666,0,0
245,100658.0,3,2.4093450282818294,1,11.12,0.5,3.0,695,0,0
246,100435.0,3,2.4093450282818294,4,12.92,0.5,3.0,576,1,0
247,216925.0,3,2.379377841348507,1,18.64,0.282842712474619,4.0,651,1,0
248,216891.0,0,2.4194784443591764,4,7.51,0.36055512754639896,3.0,633,1,0
249,18512.0,2,2.2294012669472845,2,16.7,0.469041575982343,2.0,566,0,1
250,18367.0,2,2.1575788237414684,4,11.14,0.33166247903553997,4.0,583,0,0
251,102317.0,3,2.4093450282818294,4,18.3,0.4898979485566356,4.0,586,1,0
252,103400.0,3,2.4093450282818294,3,10.62,0.4898979485566356,4.0,592,1,0
253,217134.0,0,2.3558304641281165,5,11.99,0.2449489742783178,2.0,598,1,0
254,217024.0,0,2.341107991445833,5,9.63,0.2449489742783178,4.0,637,1,0
255,172215.0,0,2.3234107621942104,3,18.25,0.2449489742783178,4.0,628,0,1
256,18831.0,0,2.2720930397111068,0,11.01,0.565685424949238,4.0,667,0,1
257,105349.0,3,2.4093450282818294,2,14.84,0.4898979485566356,3.0,621,1,0
258,91184.0,3,2.4093450282818294,5,14.7,0.5196152422706632,3.0,668,0,1
259,91886.0,3,2.4093450282818294,0,16.02,0.5196152422706632,4.0,544,0,1
260,80452.0,3,2.4093450282818294,3,15.37,0.5567764362830022,2.0,699,0,1
261,108758.0,3,2.4093450282818294,3,10.99,0.47958315233127197,4.0,611,0,0
262,18916.0,2,2.2754672914647096,2,7.9,0.5744562646538028,2.0,615,0,1
263,217234.0,2,2.4093450282818294,4,10.99,0.34641016151377546,4.0,559,1,0
264,217017.0,2,2.393551793043435,1,11.48,0.31622776601683794,3.0,577,1,0
265,216874.0,2,2.3890872825709972,3,14.26,0.3,4.0,657,1,0
266,216833.0,2,2.3234107621942104,2,8.0,0.22360679774997896,4.0,676,1,0
267,216483.0,0,2.322919767709771,5,11.26,0.22360679774997896,2.0,601,0,0
268,19000.0,2,2.241399352407045,3,11.01,0.4898979485566356,4.0,647,0,1
269,94363.0,3,2.4093450282818294,5,16.32,0.5099019513592785,3.0,576,0,1
270,80570.0,3,2.4093450282818294,3,17.93,0.5567764362830022,4.0,612,0,1
271,109167.0,3,2.4093450282818294,0,11.36,0.47958315233127197,3.0,678,0,0
272,95753.0,3,2.4093450282818294,0,14.96,0.5099019513592785,4.0,542,0,1
273,110935.0,3,2.4093450282818294,4,13.43,0.47958315233127197,3.0,709,1,0
274,111490.0,3,2.4093450282818294,2,12.69,0.469041575982343,3.0,622,1,0
275,111729.0,3,2.4093450282818294,5,12.73,0.469041575982343,4.0,642,1,0
276,113396.0,3,2.4093450282818294,5,15.21,0.469041575982343,4.0,660,0,0
277,19175.0,0,2.1362875431745425,3,12.68,0.3,3.0,587,1,0
278,85787.0,3,2.4093450282818294,3,19.04,0.5385164807134504,4.0,646,0,1
279,102114.0,3,2.4093450282818294,0,15.95,0.4898979485566356,3.0,637,0,1
280,211005.0,0,2.181958786434122,5,8.9,0.1,4.0,718,0,0
281,210903.0,0,2.3013164699169826,2,7.9,0.2,2.0,588,1,0
282,210555.0,0,2.379377841348507,1,11.01,0.3,2.0,652,0,0
283,210937.0,0,2.393551793043435,4,11.99,0.31622776601683794,3.0,620,1,0
284,19062.0,2,2.2294012669472845,0,13.98,0.458257569495584,4.0,667,0,1
285,18926.0,2,2.2443232535615665,5,10.99,0.4898979485566356,2.0,688,0,1
286,106694.0,3,2.4093450282818294,0,15.58,0.47958315233127197,2.0,667,0,1
287,90718.0,3,2.4093450282818294,3,10.99,0.5291502622129182,2.0,692,0,1
288,106668.0,3,2.4093450282818294,5,14.96,0.47958315233127197,4.0,562,0,1
289,19158.0,2,2.1362875431745425,2,15.31,0.3,4.0,625,1,0
290,106419.0,3,2.4093450282818294,5,15.65,0.47958315233127197,3.0,649,0,1
291,120696.0,3,2.4093450282818294,5,9.33,0.458257569495584,4.0,545,1,0
292,19065.0,0,2.218003510423322,4,13.47,0.43588989435406733,4.0,540,0,1
293,124083.0,3,2.4093450282818294,4,10.36,0.4472135954999579,3.0,637,1,0
294,111673.0,3,2.4093450282818294,2,16.77,0.469041575982343,4.0,600,0,1
295,112633.0,3,2.4093450282818294,0,14.59,0.469041575982343,2.0,633,0,1
296,210938.0,3,2.214933939131339,5,11.91,0.1414213562373095,2.0,588,0,0
297,210720.0,0,2.290712409213045,1,8.38,0.17320508075688773,3.0,624,1,0
298,210705.0,3,2.313039352423886,5,10.59,0.2,3.0,525,1,0
299,209997.0,0,2.3108132120254594,0,14.27,0.2,3.0,616,1,0
300,209873.0,3,2.341107991445833,0,12.53,0.2449489742783178,4.0,675,0,0
301,195268.0,0,2.4093450282818294,0,16.0,0.36055512754639896,3.0,662,0,1
302,209393.0,0,2.3234107621942104,5,11.71,0.22360679774997896,4.0,585,1,0
303,18773.0,2,2.2042418786476015,2,11.54,0.41231056256176607,3.0,686,0,1
304,116439.0,3,2.4093450282818294,2,15.68,0.458257569495584,4.0,595,0,1
305,19169.0,0,2.1179272289544824,1,10.59,0.282842712474619,2.0,537,1,0
306,118417.0,3,2.4093450282818294,2,12.61,0.458257569495584,2.0,625,0,1
307,133476.0,3,2.4093450282818294,4,11.01,0.43588989435406733,2.0,641,1,0
308,19312.0,0,2.19028184058011,4,8.49,0.37416573867739417,3.0,661,0,1
309,192351.0,3,2.425597630354696,4,17.27,0.4,4.0,577,0,1
310,206648.0,3,2.379377841348507,0,8.9,0.3,4.0,537,1,0
311,205046.0,0,2.3234107621942104,3,11.11,0.22360679774997896,4.0,646,1,0
312,190735.0,3,2.4093450282818294,2,14.59,0.36055512754639896,2.0,653,0,1
313,204872.0,3,2.348779658802277,5,12.42,0.2449489742783178,3.0,654,0,0
314,100758.0,3,2.4093450282818294,3,11.01,0.5,2.0,635,0,1
315,133231.0,3,2.4093450282818294,2,15.7,0.43588989435406733,2.0,675,1,0
316,18923.0,2,2.17752581681183,2,12.53,0.36055512754639896,3.0,618,0,1
317,161894.0,3,2.2531209847743163,3,16.49,0.17320508075688773,2.0,609,0,1
318,205144.0,0,2.3890872825709972,1,7.49,0.31622776601683794,2.0,545,1,0
319,121617.0,3,2.4093450282818294,0,14.96,0.458257569495584,2.0,629,0,1
320,136206.0,3,2.4093450282818294,3,12.73,0.4242640687119285,4.0,539,0,0
321,144915.0,3,2.4093450282818294,1,10.65,0.41231056256176607,4.0,593,1,0
322,145233.0,3,2.4093450282818294,3,10.74,0.41231056256176607,2.0,683,0,0
323,145002.0,3,2.4093450282818294,1,9.99,0.41231056256176607,2.0,670,1,0
324,110953.0,3,2.4093450282818294,3,15.33,0.47958315233127197,2.0,662,0,1
325,19414.0,2,2.067970345786057,5,7.29,0.22360679774997896,4.0,681,1,0
326,130096.0,3,2.4093450282818294,4,15.05,0.43588989435406733,3.0,636,0,1
327,157292.0,3,2.4093450282818294,4,10.75,0.4,3.0,677,1,0
328,156995.0,3,2.4093450282818294,1,16.02,0.4,2.0,656,1,0
329,156952.0,3,2.4093450282818294,5,11.49,0.4,4.0,674,1,0
330,205005.0,2,2.3890872825709972,1,12.53,0.31622776601683794,4.0,587,0,0
331,205060.0,0,2.341107991445833,5,13.57,0.2449489742783178,2.0,658,0,0
